year,month,date,time,accident_type,day,hit_run,light_condition,severity,speed_zone,longitude,latitude,node_type,lga,state_div,total_persons,fatality,males,females,passengers,old_driver,young_driver,alcohol
2018,January,1/1/18,00.02.00,Struck pedestrian,Monday,Yes,Dark,Serious injury accident,50 km/hr,144.95604,-37.73933,Non-Intersection,MORELAND,Metro,2,0,1,0,0,0,0,No
2018,January,1/1/18,01.41.00,Collision with object,Monday,No,Dark,Fatal accident,110 km/hr,144.06117,-37.55017,Non-Intersection,MOORABOOL,Country,2,0,1,1,1,0,0,No
2018,January,1/1/18,03.50.00,Collision with vehicle,Sunday,No,Dark,Other injury accident,60 km/hr,144.99213,-37.80499,Intersection,YARRA RANGES,Metro,2,0,1,1,0,0,0,No
2018,January,1/1/18,03.40.00,Collision with object,Monday,No,Dark,Serious injury accident,60 km/hr,144.24796,-36.78289,Non-Intersection,BENDIGO,Country,1,0,1,0,0,0,0,No
2018,January,1/1/18,01.30.00,Collision with vehicle,Monday,No,Dark,Other injury accident,60 km/hr,145.05883,-37.69784,Intersection,WHITTLESEA,Metro,4,0,2,2,1,0,0,No
2018,January,1/1/18,05.50.00,Vehicle overturned,Monday,No,Dusk/Dawn,Fatal accident,100 km/hr,142.72146,-37.05696,Non-Intersection,NORTHERN GRAMPIANS,Country,4,1,2,2,3,0,0,No
2018,January,1/1/18,12.21.00,Collision with object,Monday,No,Day,Other injury accident,60 km/hr,142.43059,-38.19076,Non-Intersection,MOYNE,Country,1,0,0,1,0,0,0,No
2018,January,1/1/18,13.05.00,Collision with object,Monday,No,Day,Other injury accident,100 km/hr,144.14933,-36.734,Non-Intersection,BENDIGO,Country,1,0,1,0,0,0,0,No
2018,January,1/1/18,14.30.00,Collision with object,Monday,No,Day,Other injury accident,70 km/hr,145.51249,-38.01114,Non-Intersection,CARDINIA,Metro,3,0,1,2,2,0,0,No
2018,January,1/1/18,16.09.00,Collision with vehicle,Monday,No,Day,Serious injury accident,70 km/hr,145.09689,-37.97046,Non-Intersection,KINGSTON,Metro,2,0,1,1,0,0,0,No
2018,January,1/1/18,18.14.00,Collision with vehicle,Monday,No,Day,Other injury accident,70 km/hr,144.995,-37.858,Non-Intersection,STONNINGTON,Metro,3,0,2,1,1,0,1,No
2018,January,1/1/18,18.50.00,Collision with vehicle,Monday,No,Day,Other injury accident,80 km/hr,145.26291,-38.0588,Intersection,CASEY,Metro,4,0,2,2,1,0,1,No
2018,January,1/1/18,03.45.00,Collision with vehicle,Monday,No,Dark,Serious injury accident,50 km/hr,144.88245,-37.72074,Intersection,MOONEE VALLEY,Metro,6,0,5,1,4,0,1,No
2018,January,2/1/18,01.00.00,Collision with object,Tuesday,No,Dark,Serious injury accident,70 km/hr,145.37984,-38.02668,Non-Intersection,CARDINIA,Metro,1,0,1,0,0,0,1,No
2018,January,2/1/18,01.00.00,No collision and no object struck,Tuesday,No,Dark,Other injury accident,50 km/hr,145.00825,-37.71634,Non-Intersection,DAREBIN,Metro,3,0,1,0,1,0,0,No
2018,January,2/1/18,06.55.00,Collision with vehicle,Tuesday,No,Day,Other injury accident,60 km/hr,144.9647,-36.25475,Intersection,CAMPASPE,Country,2,0,1,1,0,0,0,No
2018,January,2/1/18,07.40.00,Collision with vehicle,Tuesday,No,Day,Other injury accident,60 km/hr,147.16053,-36.73728,Non-Intersection,ALPINE,Country,3,0,1,2,1,0,0,No
2018,January,2/1/18,10.00.00,Collision with vehicle,Monday,No,Day,Other injury accident,60 km/hr,144.3548,-38.0737,Intersection,GEELONG,Country,4,0,2,2,1,0,0,No
2018,January,2/1/18,09.15.00,Collision with vehicle,Tuesday,No,Day,Other injury accident,60 km/hr,145.06018,-37.94179,Non-Intersection,KINGSTON,Metro,4,0,2,2,2,0,0,No
2018,January,2/1/18,09.00.00,Collision with object,Tuesday,No,Day,Serious injury accident,50 km/hr,145.04517,-37.75608,Non-Intersection,BANYULE,Metro,1,0,1,0,0,0,0,No
2018,January,2/1/18,07.00.00,Collision with object,Tuesday,No,Day,Other injury accident,100 km/hr,144.54521,-38.20873,Non-Intersection,GEELONG,Country,1,0,1,0,0,0,0,No
2018,January,2/1/18,10.15.00,Collision with vehicle,Tuesday,No,Day,Other injury accident,60 km/hr,147.56842,-38.05763,Intersection,WELLINGTON,Country,4,0,1,3,2,1,0,No
2018,January,2/1/18,08.45.00,Struck animal,Tuesday,No,Day,Serious injury accident,100 km/hr,146.81227,-38.51566,Non-Intersection,WELLINGTON,Country,1,0,1,0,0,0,0,No
2018,January,2/1/18,13.30.00,Collision with object,Tuesday,No,Day,Other injury accident,100 km/hr,145.03103,-38.44852,Non-Intersection,MORNINGTON PENINSULA,Metro,1,0,0,1,0,0,0,No
2018,January,2/1/18,11.25.00,Collision with object,Tuesday,No,Day,Other injury accident,80 km/hr,145.38335,-35.86603,Non-Intersection,MOIRA,Country,2,0,1,1,1,0,1,No
2018,January,2/1/18,15.23.00,Struck pedestrian,Tuesday,No,Day,Serious injury accident,60 km/hr,144.95911,-37.82678,Intersection,MELBOURNE,Metro,2,0,1,1,0,0,0,No
2018,January,2/1/18,13.30.00,Collision with vehicle,Tuesday,No,Day,Other injury accident,60 km/hr,145.57134,-36.75589,Intersection,STRATHBOGIE,Country,5,0,2,3,2,0,1,No
2018,January,2/1/18,16.20.00,Collision with vehicle,Tuesday,No,Day,Other injury accident,60 km/hr,145.04258,-37.88947,Intersection,GLEN EIRA,Metro,7,0,3,4,5,0,0,No
2018,January,2/1/18,18.33.00,Vehicle overturned,Tuesday,No,Day,Serious injury accident,100 km/hr,142.9077,-38.3684,Non-Intersection,CORANGAMITE,Country,2,0,2,0,1,0,0,No
2018,January,2/1/18,21.10.00,Struck pedestrian,Tuesday,No,Dark,Other injury accident,60 km/hr,144.7546,-38.36006,Non-Intersection,MORNINGTON PENINSULA,Metro,2,0,2,0,0,0,1,No
2018,January,2/1/18,18.30.00,Other accident,Tuesday,No,Day,Serious injury accident,50 km/hr,145.01369,-37.6652,Non-Intersection,WHITTLESEA,Metro,1,0,1,0,0,0,0,No
2018,January,2/1/18,12.40.00,Collision with vehicle,Monday,No,Day,Other injury accident,50 km/hr,144.87579,-38.36376,Non-Intersection,MORNINGTON PENINSULA,Metro,4,0,3,1,1,0,1,No
2018,January,2/1/18,15.10.00,Collision with vehicle,Tuesday,No,Day,Serious injury accident,50 km/hr,145.94229,-38.47522,Intersection,SOUTH GIPPSLAND,Country,4,0,1,3,2,0,0,No
2018,January,2/1/18,15.25.00,Collision with object,Tuesday,No,Day,Other injury accident,100 km/hr,141.9619,-38.15018,Non-Intersection,MOYNE,Country,2,0,2,0,1,0,0,No
2018,January,2/1/18,08.20.00,Collision with vehicle,Tuesday,No,Day,Other injury accident,70 km/hr,144.74699,-37.88618,Intersection,WYNDHAM,Metro,2,0,1,1,0,0,0,No
2018,January,2/1/18,11.15.00,Collision with vehicle,Tuesday,No,Day,Other injury accident,100 km/hr,145.14606,-38.09705,Intersection,FRANKSTON,Metro,2,0,1,1,0,0,0,No
2018,January,2/1/18,15.30.00,No collision and no object struck,Monday,No,Day,Serious injury accident,50 km/hr,145.14447,-38.14628,Intersection,FRANKSTON,Metro,1,0,1,0,0,0,0,No
2018,January,3/1/18,15.05.00,Collision with vehicle,Wednesday,No,Day,Other injury accident,60 km/hr,143.82041,-37.58827,Intersection,BALLARAT,Country,4,0,3,1,2,0,0,No
2018,January,3/1/18,13.20.00,Collision with vehicle,Wednesday,No,Day,Other injury accident,60 km/hr,145.21775,-38.00228,Intersection,DANDENONG,Metro,2,0,1,1,0,0,1,No
2018,January,3/1/18,01.45.00,Collision with object,Wednesday,No,Dark,Serious injury accident,100 km/hr,143.7856,-36.9467,Non-Intersection,CENTRAL GOLDFIELDS,Country,1,0,0,1,0,0,1,No
2018,January,3/1/18,11.10.00,No collision and no object struck,Tuesday,No,Day,Other injury accident,60 km/hr,146.88748,-36.12961,Non-Intersection,WODONGA,Country,1,0,1,0,0,0,0,No
2018,January,3/1/18,10.30.00,No collision and no object struck,Wednesday,No,Day,Serious injury accident,100 km/hr,142.84071,-37.07209,Non-Intersection,NORTHERN GRAMPIANS,Country,1,0,1,0,0,0,0,No
2018,January,3/1/18,10.30.00,Collision with vehicle,Wednesday,No,Day,Serious injury accident,60 km/hr,145.93206,-38.16941,Non-Intersection,BAW BAW,Country,4,0,2,2,1,0,0,No
2018,January,3/1/18,09.55.00,Collision with vehicle,Wednesday,No,Day,Other injury accident,60 km/hr,144.76685,-38.36584,Non-Intersection,MORNINGTON PENINSULA,Metro,2,0,0,2,0,0,1,No
2018,January,3/1/18,11.50.00,No collision and no object struck,Wednesday,No,Day,Other injury accident,100 km/hr,144.14802,-37.18193,Non-Intersection,HEPBURN,Country,1,0,0,1,0,0,0,No
2018,January,3/1/18,11.47.00,Collision with vehicle,Wednesday,No,Day,Serious injury accident,80 km/hr,145.87363,-37.02754,Non-Intersection,MANSFIELD,Country,2,0,1,1,0,0,0,No
2018,January,3/1/18,15.10.00,Collision with vehicle,Wednesday,No,Day,Other injury accident,70 km/hr,145.2524,-38.10937,Intersection,CASEY,Metro,4,0,2,2,2,0,1,No
2018,January,3/1/18,15.13.00,Collision with vehicle,Wednesday,No,Day,Serious injury accident,60 km/hr,144.97572,-37.79305,Intersection,MELBOURNE,Metro,3,0,2,1,1,0,1,No
2018,January,3/1/18,13.54.00,Collision with vehicle,Wednesday,No,Day,Other injury accident,40 km/hr,144.99284,-37.82511,Intersection,YARRA RANGES,Metro,2,0,1,1,0,0,0,No
2018,January,3/1/18,16.50.00,Collision with vehicle,Tuesday,No,Day,Other injury accident,80 km/hr,145.31973,-38.51739,Non-Intersection,BASS COAST,Country,3,0,1,2,1,0,1,No
2018,January,3/1/18,12.30.00,Collision with vehicle,Wednesday,No,Day,Serious injury accident,80 km/hr,145.33066,-38.03827,Non-Intersection,CASEY,Metro,7,0,5,2,3,0,1,No
2018,January,3/1/18,14.45.00,Collision with vehicle,Wednesday,No,Day,Other injury accident,80 km/hr,145.17974,-37.90571,Intersection,MONASH,Metro,5,0,4,1,3,1,0,No
2018,January,3/1/18,12.30.00,No collision and no object struck,Wednesday,No,Day,Serious injury accident,100 km/hr,145.85856,-37.55362,Non-Intersection,YARRA RANGES,Metro,1,0,1,0,0,0,0,No
2018,January,3/1/18,17.15.00,Collision with vehicle,Tuesday,No,Day,Other injury accident,60 km/hr,143.83573,-37.60395,Intersection,BALLARAT,Country,2,0,0,2,0,1,0,No
2018,January,3/1/18,15.00.00,Collision with vehicle,Wednesday,Yes,Day,Other injury accident,60 km/hr,144.94241,-37.666,Intersection,HUME,Metro,7,0,6,1,3,0,0,No
2018,January,3/1/18,16.00.00,Collision with object,Tuesday,No,Day,Other injury accident,60 km/hr,145.11374,-37.69981,Non-Intersection,BANYULE,Metro,1,0,0,1,0,0,0,No
2018,January,3/1/18,18.51.00,Collision with object,Wednesday,No,Day,Other injury accident,50 km/hr,145.26235,-37.58326,Non-Intersection,NILLUMBIK,Metro,2,0,1,1,1,0,1,No
2018,January,3/1/18,06.20.00,Collision with vehicle,Wednesday,No,Day,Serious injury accident,100 km/hr,143.89419,-37.85225,Non-Intersection,GOLDEN PLAINS,Country,3,0,2,0,1,0,0,No
2018,January,3/1/18,17.14.00,Vehicle overturned,Wednesday,No,Day,Serious injury accident,100 km/hr,146.54325,-38.49212,Non-Intersection,WELLINGTON,Country,2,0,1,1,1,0,0,No
2018,January,3/1/18,18.00.00,Struck pedestrian,Wednesday,No,Day,Other injury accident,50 km/hr,145.28383,-38.11192,Non-Intersection,CASEY,Metro,2,0,1,1,0,0,0,No
2018,January,3/1/18,16.44.00,Collision with object,Wednesday,No,Day,Other injury accident,50 km/hr,144.88882,-37.63695,Intersection,HUME,Metro,1,0,0,1,0,0,1,No
2018,January,3/1/18,16.28.00,Collision with vehicle,Wednesday,No,Day,Other injury accident,70 km/hr,145.3123,-37.77978,Intersection,YARRA RANGES,Metro,4,0,0,3,2,0,0,No
2018,January,3/1/18,22.05.00,Collision with vehicle,Tuesday,No,Dark,Other injury accident,70 km/hr,144.88589,-37.70703,Intersection,HUME,Metro,2,0,0,2,0,0,0,No
2018,January,3/1/18,18.55.00,Collision with object,Wednesday,No,Day,Other injury accident,100 km/hr,144.06606,-37.73963,Non-Intersection,MOORABOOL,Country,1,0,1,0,0,0,1,No
2018,January,3/1/18,16.10.00,Collision with vehicle,Wednesday,No,Day,Other injury accident,70 km/hr,144.82039,-37.77616,Intersection,BRIMBANK,Metro,2,0,1,1,0,0,0,No
2018,January,3/1/18,18.30.00,Collision with object,Wednesday,No,Day,Other injury accident,60 km/hr,145.04628,-37.887,Non-Intersection,GLEN EIRA,Metro,1,0,1,0,0,0,0,No
2018,January,3/1/18,19.00.00,Collision with vehicle,Wednesday,No,Day,Other injury accident,60 km/hr,142.15719,-34.18939,Intersection,MILDURA,Country,2,0,1,1,0,1,0,No
2018,January,3/1/18,16.30.00,Collision with vehicle,Wednesday,No,Day,Other injury accident,60 km/hr,144.73739,-37.8755,Non-Intersection,WYNDHAM,Metro,2,0,1,1,0,0,0,No
2018,January,4/1/18,12.40.00,Collision with object,Thursday,No,Day,Other injury accident,100 km/hr,145.11073,-38.21082,Non-Intersection,MORNINGTON PENINSULA,Metro,5,0,0,5,4,0,0,No
2018,January,4/1/18,03.00.00,Collision with object,Thursday,No,Dark,Other injury accident,80 km/hr,142.15543,-34.24004,Intersection,MILDURA,Country,1,0,1,0,0,0,1,No
2018,January,4/1/18,05.45.00,Struck pedestrian,Thursday,No,Dark,Fatal accident,60 km/hr,145.00274,-37.95104,Non-Intersection,BAYSIDE,Metro,2,1,2,0,0,1,0,No
2018,January,4/1/18,08.26.00,Collision with vehicle,Thursday,No,Day,Serious injury accident,60 km/hr,144.86978,-37.7287,Intersection,MOONEE VALLEY,Metro,2,0,1,1,0,1,0,No
2018,January,4/1/18,05.25.00,Collision with vehicle,Thursday,No,Dusk/Dawn,Other injury accident,100 km/hr,146.1323,-37.09633,Non-Intersection,MANSFIELD,Country,4,0,4,0,2,0,1,No
2018,January,4/1/18,07.00.00,Collision with object,Thursday,No,Day,Serious injury accident,40 km/hr,144.70814,-37.82156,Non-Intersection,WYNDHAM,Metro,3,0,2,1,2,0,0,No
2018,January,4/1/18,12.00.00,Struck pedestrian,Thursday,No,Day,Other injury accident,50 km/hr,144.92555,-37.70751,Non-Intersection,MORELAND,Metro,2,0,1,1,0,0,0,No
2018,January,4/1/18,11.30.00,Collision with vehicle,Thursday,No,Day,Serious injury accident,100 km/hr,144.82238,-37.75852,Non-Intersection,BRIMBANK,Metro,2,0,1,1,0,0,0,No
2018,January,4/1/18,13.10.00,Struck pedestrian,Wednesday,No,Day,Other injury accident,50 km/hr,145.16024,-37.92758,Non-Intersection,MONASH,Metro,3,0,2,1,1,1,0,No
2018,January,4/1/18,11.26.00,Collision with vehicle,Thursday,No,Day,Other injury accident,60 km/hr,144.69377,-37.57674,Intersection,HUME,Metro,3,0,2,1,1,0,0,No
2018,January,4/1/18,11.42.00,Collision with object,Wednesday,No,Day,Serious injury accident,60 km/hr,146.31323,-36.37001,Non-Intersection,WANGARATTA,Country,1,0,0,1,0,0,0,No
2018,January,4/1/18,15.20.00,Collision with vehicle,Thursday,No,Day,Serious injury accident,100 km/hr,146.41346,-38.27914,Intersection,LATROBE,Country,3,0,0,2,1,0,0,No
2018,January,4/1/18,14.45.00,Vehicle overturned,Thursday,No,Day,Serious injury accident,100 km/hr,145.08758,-36.79117,Non-Intersection,STRATHBOGIE,Country,1,0,1,0,0,0,0,No
2018,January,4/1/18,15.47.00,Collision with vehicle,Thursday,No,Day,Other injury accident,70 km/hr,145.07746,-37.94985,Intersection,KINGSTON,Metro,2,0,1,1,0,0,0,No
2018,January,4/1/18,07.46.00,Collision with vehicle,Thursday,No,Day,Fatal accident,60 km/hr,144.2866,-37.4225,Non-Intersection,HEPBURN,Country,2,1,2,0,0,0,1,No
2018,January,4/1/18,17.40.00,Collision with vehicle,Thursday,No,Day,Serious injury accident,40 km/hr,144.99403,-37.8657,Intersection,PORT PHILLIP,Metro,2,0,1,1,0,0,0,No
2018,January,4/1/18,15.30.00,Collision with vehicle,Wednesday,No,Unk.,Serious injury accident,80 km/hr,145.14591,-37.98361,Intersection,DANDENONG,Metro,1,0,1,0,0,0,0,No
2018,January,4/1/18,15.00.00,Collision with vehicle,Thursday,No,Day,Other injury accident,100 km/hr,144.7489,-37.41227,Non-Intersection,MACEDON RANGES,Country,4,0,4,0,2,0,1,No
2018,January,4/1/18,17.45.00,Collision with vehicle,Thursday,No,Day,Other injury accident,60 km/hr,144.34794,-38.18188,Non-Intersection,GEELONG,Country,4,0,1,3,2,0,0,No
2018,January,4/1/18,14.38.00,Vehicle overturned,Thursday,No,Day,Other injury accident,50 km/hr,145.18893,-37.94043,Intersection,DANDENONG,Metro,2,0,2,0,0,0,0,No
2018,January,4/1/18,18.45.00,Collision with vehicle,Thursday,No,Day,Serious injury accident,50 km/hr,145.23341,-37.91824,Non-Intersection,KNOX,Metro,1,0,0,1,0,0,0,Yes
2018,January,4/1/18,20.04.00,No collision and no object struck,Thursday,No,Day,Serious injury accident,80 km/hr,145.46704,-37.81146,Intersection,YARRA RANGES,Metro,1,0,1,0,0,0,0,No
2018,January,4/1/18,15.20.00,Collision with vehicle,Thursday,No,Day,Other injury accident,50 km/hr,145.164,-37.87587,Non-Intersection,MONASH,Metro,3,0,2,1,1,1,0,No
2018,January,4/1/18,19.40.00,Collision with vehicle,Thursday,No,Day,Other injury accident,50 km/hr,144.96227,-37.85288,Intersection,PORT PHILLIP,Metro,2,0,2,0,0,0,0,Yes
2018,January,4/1/18,18.05.00,Collision with object,Wednesday,No,Day,Other injury accident,50 km/hr,144.694,-37.87476,Non-Intersection,WYNDHAM,Metro,1,0,0,1,0,0,1,No
2018,January,4/1/18,22.15.00,Collision with object,Thursday,No,Dark,Serious injury accident,70 km/hr,144.78873,-37.7932,Non-Intersection,BRIMBANK,Metro,1,0,1,0,0,0,0,No
2018,January,4/1/18,16.00.00,No collision and no object struck,Thursday,No,Day,Serious injury accident,50 km/hr,145.14087,-37.8318,Non-Intersection,WHITEHORSE,Metro,1,0,1,0,0,0,0,No
2018,January,4/1/18,05.40.00,Struck animal,Thursday,No,Dusk/Dawn,Other injury accident,80 km/hr,145.22154,-37.59897,Non-Intersection,NILLUMBIK,Metro,1,0,1,0,0,0,0,No
2018,January,5/1/18,08.45.00,Collision with vehicle,Friday,No,Day,Other injury accident,40 km/hr,144.36135,-38.14364,Intersection,GEELONG,Country,2,0,1,1,0,0,0,No
2018,January,5/1/18,10.20.00,Collision with vehicle,Friday,No,Day,Other injury accident,60 km/hr,145.04088,-37.864,Non-Intersection,STONNINGTON,Metro,2,0,1,1,0,2,0,No
2018,January,5/1/18,11.30.00,Vehicle overturned,Friday,No,Day,Other injury accident,100 km/hr,144.40309,-38.04747,Non-Intersection,GEELONG,Country,2,0,2,0,1,0,0,No
2018,January,5/1/18,10.20.00,Collision with vehicle,Friday,No,Day,Serious injury accident,80 km/hr,145.1575,-38.11269,Intersection,FRANKSTON,Metro,4,0,0,2,2,0,0,No
2018,January,5/1/18,09.54.00,Struck pedestrian,Friday,No,Day,Other injury accident,50 km/hr,145.5896,-38.60621,Non-Intersection,BASS COAST,Country,3,0,1,2,1,0,0,No
2018,January,5/1/18,11.00.00,Collision with vehicle,Friday,No,Day,Other injury accident,60 km/hr,145.03761,-37.67568,Non-Intersection,WHITTLESEA,Metro,2,0,1,1,0,0,0,No
2018,January,5/1/18,12.37.00,Struck pedestrian,Thursday,No,Day,Other injury accident,60 km/hr,148.45354,-37.70979,Non-Intersection,EAST GIPPSLAND,Country,2,0,1,1,0,0,0,No
2018,January,5/1/18,12.24.00,Collision with vehicle,Friday,No,Day,Serious injury accident,80 km/hr,145.31075,-37.89339,Intersection,KNOX,Metro,3,0,1,2,1,1,0,No
2018,January,5/1/18,15.00.00,Collision with vehicle,Thursday,No,Day,Other injury accident,40 km/hr,144.96166,-37.76979,Non-Intersection,MORELAND,Metro,2,0,1,0,0,0,0,No
2018,January,5/1/18,11.55.00,Collision with vehicle,Friday,No,Day,Serious injury accident,70 km/hr,145.25201,-37.80804,Non-Intersection,MAROONDAH,Metro,5,0,2,3,3,1,0,No
2018,January,5/1/18,08.15.00,Collision with object,Friday,No,Day,Other injury accident,60 km/hr,145.18349,-37.70269,Non-Intersection,NILLUMBIK,Metro,3,0,2,1,1,0,0,No
2018,January,5/1/18,14.58.00,Collision with vehicle,Friday,No,Day,Serious injury accident,100 km/hr,145.07341,-37.87703,Non-Intersection,STONNINGTON,Metro,3,0,1,1,0,0,0,No
2018,January,5/1/18,15.45.00,Struck pedestrian,Friday,No,Day,Other injury accident,40 km/hr,145.11941,-37.92685,Non-Intersection,MONASH,Metro,6,0,3,3,3,0,0,No
2018,January,5/1/18,17.15.00,Collision with object,Friday,No,Day,Serious injury accident,50 km/hr,144.88516,-38.37215,Intersection,MORNINGTON PENINSULA,Metro,1,0,1,0,0,1,0,No
2018,January,5/1/18,18.14.00,Collision with vehicle,Friday,No,Day,Other injury accident,100 km/hr,148.45794,-37.71138,Intersection,EAST GIPPSLAND,Country,5,0,1,2,3,0,0,No
2018,January,5/1/18,17.30.00,Collision with vehicle,Friday,No,Day,Other injury accident,50 km/hr,145.06212,-37.66851,Intersection,WHITTLESEA,Metro,6,0,2,4,4,0,0,No
2018,January,5/1/18,18.13.00,Collision with vehicle,Friday,No,Day,Other injury accident,80 km/hr,145.26292,-37.99449,Non-Intersection,CASEY,Metro,10,0,7,3,7,0,0,No
2018,January,5/1/18,04.40.00,Collision with vehicle,Friday,Not known,Dusk/Dawn,Other injury accident,60 km/hr,145.02971,-37.69318,Non-Intersection,WHITTLESEA,Metro,2,0,2,0,0,0,1,No
2018,January,5/1/18,23.46.00,Collision with vehicle,Friday,Yes,Dark,Serious injury accident,70 km/hr,145.03129,-37.67271,Intersection,WHITTLESEA,Metro,3,0,2,1,1,0,1,Yes
2018,January,5/1/18,23.47.00,Collision with object,Friday,No,Dark,Serious injury accident,110 km/hr,146.535,-36.16662,Non-Intersection,INDIGO,Country,4,0,2,2,3,0,0,No
2018,January,5/1/18,23.19.00,Collision with vehicle,Friday,Yes,Dark,Other injury accident,60 km/hr,145.02442,-37.65075,Intersection,WHITTLESEA,Metro,6,0,2,4,4,0,0,No
2018,January,5/1/18,02.36.00,Vehicle overturned,Friday,No,Dark,Other injury accident,60 km/hr,144.76283,-37.72539,Non-Intersection,MELTON,Metro,3,0,2,0,2,0,1,No
2018,January,5/1/18,09.50.00,Collision with vehicle,Friday,No,Day,Other injury accident,60 km/hr,144.98956,-37.89768,Non-Intersection,BAYSIDE,Metro,6,0,3,2,4,0,0,No
2018,January,5/1/18,05.30.00,Collision with object,Friday,Yes,Dusk/Dawn,Fatal accident,50 km/hr,145.04522,-37.60696,Non-Intersection,WHITTLESEA,Metro,3,1,2,1,2,0,0,No
2018,January,5/1/18,11.00.00,Collision with vehicle,Friday,No,Day,Serious injury accident,50 km/hr,145.02096,-37.86809,Intersection,GLEN EIRA,Metro,2,0,1,1,0,0,0,No
2018,January,5/1/18,16.30.00,Collision with vehicle,Friday,No,Day,Other injury accident,60 km/hr,144.25013,-36.77995,Non-Intersection,BENDIGO,Country,2,0,1,1,0,0,0,No
2018,January,5/1/18,00.03.00,Collision with vehicle,Thursday,No,Dark,Other injury accident,60 km/hr,144.97866,-37.77624,Non-Intersection,MORELAND,Metro,2,0,2,0,0,0,0,No
2018,January,5/1/18,09.10.00,Collision with vehicle,Friday,No,Unk.,Serious injury accident,80 km/hr,145.32075,-37.73418,Non-Intersection,YARRA RANGES,Metro,2,0,2,0,0,0,1,No
2018,January,5/1/18,16.00.00,Collision with vehicle,Thursday,No,Day,Other injury accident,80 km/hr,145.03415,-37.9329,Non-Intersection,BAYSIDE,Metro,2,0,1,1,0,1,0,No
2018,January,6/1/18,01.40.00,Collision with object,Saturday,No,Dark,Serious injury accident,60 km/hr,144.29665,-36.76935,Non-Intersection,BENDIGO,Country,1,0,1,0,0,0,1,No
2018,January,6/1/18,08.00.00,Collision with vehicle,Saturday,No,Day,Serious injury accident,50 km/hr,142.5119,-38.39693,Non-Intersection,WARRNAMBOOL,Country,2,0,2,0,0,0,0,No
2018,January,6/1/18,07.45.00,Collision with vehicle,Saturday,No,Day,Other injury accident,80 km/hr,145.15127,-38.23531,Intersection,MORNINGTON PENINSULA,Metro,2,0,1,1,0,0,0,No
2018,January,6/1/18,10.45.00,Collision with vehicle,Saturday,No,Day,Other injury accident,60 km/hr,145.82229,-38.43274,Intersection,SOUTH GIPPSLAND,Country,4,0,1,3,2,0,0,No
2018,January,6/1/18,09.07.00,Collision with vehicle,Saturday,No,Day,Other injury accident,60 km/hr,144.71366,-37.89673,Non-Intersection,WYNDHAM,Metro,2,0,1,1,0,0,0,No
2018,January,6/1/18,07.40.00,Collision with object,Saturday,No,Day,Serious injury accident,100 km/hr,145.13566,-38.12229,Non-Intersection,FRANKSTON,Metro,1,0,1,0,0,0,0,No
2018,January,6/1/18,09.30.00,Collision with vehicle,Saturday,No,Day,Other injury accident,60 km/hr,145.05398,-37.8457,Intersection,BOROONDARA,Metro,2,0,0,1,0,0,0,No
2018,January,6/1/18,12.06.00,Collision with vehicle,Saturday,No,Day,Other injury accident,60 km/hr,144.9141,-37.75053,Intersection,MOONEE VALLEY,Metro,2,0,2,0,0,1,0,No
2018,January,6/1/18,12.00.00,Collision with vehicle,Saturday,No,Day,Other injury accident,60 km/hr,145.15454,-37.9507,Non-Intersection,DANDENONG,Metro,2,0,2,0,0,0,1,No
2018,January,6/1/18,12.15.00,Collision with vehicle,Saturday,No,Day,Other injury accident,60 km/hr,145.0882,-37.89309,Intersection,MONASH,Metro,2,0,2,0,0,0,0,No
2018,January,6/1/18,12.40.00,No collision and no object struck,Saturday,No,Day,Serious injury accident,80 km/hr,145.55805,-37.94537,Non-Intersection,CARDINIA,Metro,1,0,1,0,0,0,0,No
2018,January,6/1/18,08.20.00,Struck animal,Saturday,No,Day,Other injury accident,100 km/hr,144.32314,-37.37512,Non-Intersection,HEPBURN,Country,1,0,1,0,0,0,0,No
2018,January,6/1/18,13.45.00,Collision with object,Saturday,No,Day,Other injury accident,80 km/hr,145.36148,-37.78837,Non-Intersection,YARRA RANGES,Metro,1,0,0,1,0,0,0,No
2018,January,6/1/18,13.50.00,Collision with object,Saturday,No,Day,Other injury accident,100 km/hr,143.13893,-38.67615,Non-Intersection,CORANGAMITE,Country,5,0,4,1,4,0,0,No
2018,January,6/1/18,16.40.00,Collision with vehicle,Saturday,No,Day,Other injury accident,60 km/hr,144.91735,-37.59626,Intersection,HUME,Metro,6,0,2,4,3,0,0,No
2018,January,6/1/18,16.10.00,Collision with object,Friday,No,Day,Serious injury accident,100 km/hr,143.97669,-37.4794,Non-Intersection,MOORABOOL,Country,1,0,1,0,0,0,0,No
2018,January,6/1/18,17.40.00,Collision with object,Saturday,No,Day,Other injury accident,100 km/hr,145.5589,-38.56535,Non-Intersection,BASS COAST,Country,2,0,0,1,0,0,0,No
2018,January,6/1/18,14.48.00,Collision with vehicle,Friday,No,Day,Other injury accident,50 km/hr,145.12282,-37.76901,Intersection,MANNINGHAM,Metro,6,0,2,4,4,0,0,No
2018,January,6/1/18,17.20.00,Struck pedestrian,Saturday,No,Day,Other injury accident,50 km/hr,144.89103,-37.8167,Non-Intersection,MARIBYRNONG,Metro,2,0,1,1,0,0,0,No
2018,January,6/1/18,23.00.00,Collision with vehicle,Saturday,No,Dark,Other injury accident,50 km/hr,147.06399,-38.10612,Intersection,WELLINGTON,Country,2,0,0,2,0,0,0,No
