year,month,date,time,accident_type,day,hit_run,light_condition,severity,speed_zone,longitude,latitude,node_type,lga,state_div,total_persons,fatality,males,females,passengers,old_driver,young_driver,alcohol
2018,March,8/3/18,20.46.00,Collision with vehicle,Thursday,Not known,Dark,Other injury accident,60 km/hr,144.80171,-37.74445,Intersection,BRIMBANK,Metro,2,0,1,0,0,0,0,No
2018,March,8/3/18,21.00.00,Collision with vehicle,Thursday,No,Dark,Other injury accident,60 km/hr,144.91693,-37.7109,Non-Intersection,MORELAND,Metro,4,0,1,1,1,0,0,Yes
2018,March,8/3/18,09.40.00,Collision with vehicle,Thursday,No,Day,Other injury accident,60 km/hr,145.01227,-37.76463,Intersection,DAREBIN,Metro,3,0,2,1,1,0,1,No
2018,March,8/3/18,16.15.00,No collision and no object struck,Thursday,No,Day,Other injury accident,80 km/hr,147.57459,-37.01783,Non-Intersection,EAST GIPPSLAND,Country,2,0,1,1,0,0,0,No
2018,March,8/3/18,21.50.00,Vehicle overturned,Wednesday,No,Dark,Other injury accident,60 km/hr,144.13495,-37.31072,Non-Intersection,HEPBURN,Country,1,0,1,0,0,0,0,No
2018,March,8/3/18,16.00.00,Collision with vehicle,Wednesday,No,Day,Other injury accident,60 km/hr,144.9521,-37.71812,Non-Intersection,MORELAND,Metro,3,0,0,1,0,0,0,No
2018,March,8/3/18,19.15.00,No collision and no object struck,Thursday,No,Day,Other injury accident,40 km/hr,144.96098,-37.77383,Intersection,MORELAND,Metro,2,0,2,0,0,0,0,No
2018,March,8/3/18,04.50.00,Collision with object,Wednesday,No,Dark,Other injury accident,80 km/hr,145.06866,-37.9373,Intersection,GLEN EIRA,Metro,1,0,1,0,0,0,1,Yes
2018,March,8/3/18,06.25.00,Collision with vehicle,Wednesday,No,Dusk/Dawn,Other injury accident,60 km/hr,145.06385,-37.77007,Non-Intersection,BANYULE,Metro,3,0,2,1,1,0,0,No
2018,March,8/3/18,08.20.00,Struck pedestrian,Wednesday,No,Day,Other injury accident,60 km/hr,144.9305,-37.57718,Non-Intersection,HUME,Metro,2,0,1,1,0,0,0,No
2018,March,8/3/18,08.25.00,Collision with vehicle,Thursday,No,Day,Other injury accident,50 km/hr,144.97581,-37.83695,Intersection,MELBOURNE,Metro,2,0,2,0,0,0,0,No
2018,March,8/3/18,06.45.00,Collision with vehicle,Thursday,No,Dusk/Dawn,Other injury accident,80 km/hr,145.18104,-37.92123,Intersection,MONASH,Metro,3,0,3,0,0,0,0,Yes
2018,March,8/3/18,09.03.00,Collision with vehicle,Thursday,No,Day,Other injury accident,40 km/hr,144.92518,-37.76542,Intersection,MOONEE VALLEY,Metro,2,0,2,0,0,1,0,No
2018,March,8/3/18,08.28.00,Struck pedestrian,Thursday,No,Day,Other injury accident,50 km/hr,144.9387,-37.70728,Non-Intersection,MORELAND,Metro,2,0,1,1,0,0,1,No
2018,March,8/3/18,11.00.00,Collision with vehicle,Thursday,No,Day,Other injury accident,40 km/hr,145.05691,-37.92088,Intersection,GLEN EIRA,Metro,3,0,2,1,0,0,0,No
2018,March,9/3/18,12.10.00,Collision with vehicle,Friday,No,Day,Other injury accident,60 km/hr,144.76075,-37.87028,Intersection,HOBSONS BAY,Metro,2,0,1,1,0,1,0,No
2018,March,9/3/18,17.45.00,Collision with vehicle,Friday,No,Day,Other injury accident,60 km/hr,144.91881,-37.75513,Non-Intersection,MOONEE VALLEY,Metro,3,0,1,1,1,0,0,No
2018,March,9/3/18,08.00.00,Struck pedestrian,Friday,No,Day,Other injury accident,40 km/hr,144.97171,-37.79046,Intersection,YARRA RANGES,Metro,2,0,1,1,0,0,0,No
2018,March,9/3/18,08.35.00,Collision with vehicle,Thursday,No,Day,Other injury accident,70 km/hr,145.21854,-37.83238,Non-Intersection,MAROONDAH,Metro,2,0,0,2,0,0,1,No
2018,March,9/3/18,07.00.00,Collision with vehicle,Thursday,No,Day,Other injury accident,60 km/hr,145.14573,-37.72197,Non-Intersection,NILLUMBIK,Metro,2,0,2,0,0,0,1,No
2018,March,9/3/18,07.30.00,Collision with vehicle,Friday,No,Day,Fatal accident,60 km/hr,145.1772,-38.08517,Non-Intersection,FRANKSTON,Metro,4,1,2,2,2,0,1,No
2018,March,9/3/18,11.20.00,No collision and no object struck,Friday,No,Day,Serious injury accident,60 km/hr,145.15039,-37.85973,Non-Intersection,MONASH,Metro,1,0,1,0,0,0,0,No
2018,March,9/3/18,08.28.00,Struck pedestrian,Friday,No,Day,Serious injury accident,50 km/hr,145.04553,-37.81988,Intersection,BOROONDARA,Metro,2,0,1,1,0,0,0,No
2018,March,9/3/18,03.30.00,Collision with object,Friday,No,Dark,Fatal accident,100 km/hr,146.88501,-37.90153,Non-Intersection,WELLINGTON,Country,1,1,1,0,0,0,1,No
2018,March,9/3/18,12.36.00,Collision with vehicle,Friday,Yes,Day,Other injury accident,80 km/hr,145.26414,-37.87828,Intersection,KNOX,Metro,3,0,1,1,0,0,1,No
2018,March,9/3/18,13.00.00,Collision with object,Friday,No,Day,Serious injury accident,60 km/hr,145.05123,-37.76052,Non-Intersection,BANYULE,Metro,2,0,1,1,1,0,0,No
2018,March,9/3/18,09.23.00,Collision with vehicle,Friday,No,Day,Other injury accident,60 km/hr,145.15977,-37.8884,Non-Intersection,MONASH,Metro,2,0,1,1,0,0,0,No
2018,March,9/3/18,13.35.00,Vehicle overturned,Thursday,No,Day,Other injury accident,100 km/hr,144.07655,-37.58136,Non-Intersection,MOORABOOL,Country,1,0,0,1,0,0,0,No
2018,March,9/3/18,10.25.00,Collision with vehicle,Friday,No,Day,Other injury accident,60 km/hr,145.02483,-37.65012,Non-Intersection,WHITTLESEA,Metro,8,0,6,2,4,0,1,No
2018,March,9/3/18,14.35.00,Collision with vehicle,Friday,No,Day,Other injury accident,80 km/hr,145.02248,-37.92047,Non-Intersection,BAYSIDE,Metro,4,0,2,1,0,1,1,No
2018,March,9/3/18,14.41.00,Struck pedestrian,Friday,No,Day,Other injury accident,40 km/hr,145.00514,-37.88485,Non-Intersection,GLEN EIRA,Metro,2,0,1,1,0,0,0,No
2018,March,9/3/18,14.06.00,Collision with vehicle,Friday,No,Day,Other injury accident,60 km/hr,144.96335,-37.72169,Intersection,MORELAND,Metro,2,0,1,1,0,1,0,No
2018,March,9/3/18,10.30.00,Collision with vehicle,Thursday,No,Day,Other injury accident,50 km/hr,145.03425,-37.75444,Intersection,BANYULE,Metro,2,0,0,2,0,0,0,No
2018,March,9/3/18,13.05.00,Collision with object,Friday,No,Day,Fatal accident,100 km/hr,146.35841,-36.76559,Non-Intersection,WANGARATTA,Country,1,1,1,0,0,0,0,No
2018,March,9/3/18,16.48.00,Collision with vehicle,Friday,No,Day,Other injury accident,80 km/hr,145.18022,-37.81825,Non-Intersection,WHITEHORSE,Metro,3,0,2,1,1,0,0,No
2018,March,9/3/18,18.38.00,Collision with vehicle,Friday,No,Dusk/Dawn,Other injury accident,50 km/hr,144.99248,-37.71672,Non-Intersection,DAREBIN,Metro,2,0,2,0,0,0,0,No
2018,March,9/3/18,17.45.00,Collision with vehicle,Friday,No,Day,Other injury accident,50 km/hr,145.39932,-36.35843,Non-Intersection,SHEPPARTON,Country,2,0,1,1,0,0,0,No
2018,March,9/3/18,13.30.00,Collision with vehicle,Friday,No,Day,Other injury accident,60 km/hr,144.72958,-36.14075,Non-Intersection,CAMPASPE,Country,3,0,2,1,1,0,0,No
2018,March,9/3/18,19.00.00,Struck pedestrian,Thursday,No,Day,Serious injury accident,50 km/hr,144.76174,-37.76712,Off Road,BRIMBANK,Metro,2,0,2,0,0,0,0,No
2018,March,9/3/18,15.20.00,Collision with vehicle,Friday,No,Day,Other injury accident,80 km/hr,145.00882,-38.33217,Intersection,MORNINGTON PENINSULA,Metro,4,0,1,2,2,0,0,No
2018,March,9/3/18,18.01.00,Collision with vehicle,Friday,No,Day,Other injury accident,40 km/hr,144.97876,-37.85419,Non-Intersection,PORT PHILLIP,Metro,2,0,1,1,0,0,0,No
2018,March,9/3/18,18.15.00,Collision with vehicle,Thursday,No,Day,Other injury accident,100 km/hr,146.59284,-38.10557,Non-Intersection,LATROBE,Country,2,0,2,0,0,0,0,No
2018,March,9/3/18,15.00.00,Collision with object,Friday,No,Unk.,Other injury accident,60 km/hr,144.8325,-37.75641,Non-Intersection,BRIMBANK,Metro,1,0,0,1,0,1,0,No
2018,March,9/3/18,22.15.00,Collision with vehicle,Friday,No,Dark,Other injury accident,50 km/hr,145.16186,-38.22634,Non-Intersection,MORNINGTON PENINSULA,Metro,2,0,2,0,1,0,1,Yes
2018,March,9/3/18,17.30.00,Struck pedestrian,Friday,No,Day,Other injury accident,60 km/hr,145.11366,-37.77362,Non-Intersection,MANNINGHAM,Metro,2,0,1,0,0,0,0,No
2018,March,9/3/18,14.00.00,Collision with object,Thursday,No,Day,Other injury accident,100 km/hr,144.32286,-37.37514,Non-Intersection,HEPBURN,Country,2,0,1,1,1,0,0,No
2018,March,9/3/18,15.47.00,Collision with vehicle,Friday,No,Day,Other injury accident,70 km/hr,144.96139,-37.7108,Non-Intersection,MORELAND,Metro,5,0,2,3,1,0,1,No
2018,March,9/3/18,18.30.00,Collision with vehicle,Thursday,No,Unk.,Other injury accident,70 km/hr,144.92878,-37.64055,Intersection,HUME,Metro,3,0,2,1,0,0,1,No
2018,March,10/3/18,09.30.00,Collision with vehicle,Saturday,No,Day,Other injury accident,50 km/hr,142.808,-38.08117,Intersection,MOYNE,Country,5,0,1,4,3,0,0,No
2018,March,10/3/18,01.15.00,Collision with object,Saturday,No,Dark,Fatal accident,100 km/hr,145.52091,-37.71067,Non-Intersection,YARRA RANGES,Metro,1,1,1,0,0,0,0,No
2018,March,10/3/18,00.17.00,Struck pedestrian,Saturday,No,Dark,Serious injury accident,50 km/hr,146.29394,-38.18345,Non-Intersection,LATROBE,Country,3,0,3,0,0,0,0,Yes
2018,March,10/3/18,00.05.00,Collision with object,Saturday,No,Dark,Other injury accident,80 km/hr,146.55905,-38.13056,Non-Intersection,LATROBE,Country,1,0,0,1,0,0,0,No
2018,March,10/3/18,09.50.00,Vehicle overturned,Saturday,No,Day,Other injury accident,80 km/hr,143.36671,-35.63754,Non-Intersection,GANNAWARRA,Country,1,0,1,0,0,0,0,No
2018,March,10/3/18,10.15.00,Collision with vehicle,Saturday,No,Day,Serious injury accident,100 km/hr,144.99609,-37.34148,Non-Intersection,MITCHELL,Country,8,0,3,4,6,0,1,No
2018,March,10/3/18,10.30.00,Collision with vehicle,Friday,No,Day,Other injury accident,40 km/hr,144.8975,-37.85565,Non-Intersection,HOBSONS BAY,Metro,2,0,0,2,0,0,0,No
2018,March,10/3/18,12.30.00,Collision with vehicle,Saturday,No,Day,Other injury accident,50 km/hr,144.4405,-37.67622,Non-Intersection,MOORABOOL,Country,3,0,2,1,0,0,0,No
2018,March,10/3/18,10.50.00,Collision with object,Saturday,No,Day,Other injury accident,60 km/hr,145.45089,-37.9264,Non-Intersection,CARDINIA,Metro,1,0,0,1,0,0,0,No
2018,March,10/3/18,12.20.00,Struck pedestrian,Saturday,No,Day,Other injury accident,60 km/hr,145.15165,-37.81035,Intersection,WHITEHORSE,Metro,2,0,1,1,0,1,0,No
2018,March,10/3/18,09.45.00,Collision with vehicle,Saturday,No,Day,Other injury accident,60 km/hr,145.12781,-37.75668,Intersection,MANNINGHAM,Metro,3,0,3,0,0,1,0,No
2018,March,10/3/18,10.30.00,Collision with vehicle,Saturday,No,Day,Serious injury accident,60 km/hr,144.98594,-37.75085,Intersection,DAREBIN,Metro,3,0,1,2,1,0,0,No
2018,March,10/3/18,13.00.00,Struck animal,Friday,No,Day,Other injury accident,80 km/hr,145.90502,-37.56293,Non-Intersection,YARRA RANGES,Metro,1,0,1,0,0,0,0,No
2018,March,10/3/18,13.30.00,Collision with vehicle,Saturday,Yes,Day,Other injury accident,80 km/hr,145.47147,-37.80213,Non-Intersection,YARRA RANGES,Metro,2,0,0,1,0,0,1,No
2018,March,10/3/18,16.00.00,Collision with vehicle,Friday,No,Day,Other injury accident,100 km/hr,143.46053,-38.77044,Non-Intersection,COLAC OTWAY,Country,4,0,3,1,2,0,1,No
2018,March,10/3/18,17.45.00,Collision with vehicle,Saturday,No,Day,Other injury accident,60 km/hr,144.95562,-37.8086,Intersection,MELBOURNE,Metro,3,0,2,1,1,0,0,No
2018,March,10/3/18,16.55.00,Collision with object,Friday,No,Day,Other injury accident,60 km/hr,145.05168,-37.80929,Intersection,BOROONDARA,Metro,1,0,0,1,0,0,0,No
2018,March,10/3/18,15.00.00,Collision with object,Saturday,No,Day,Serious injury accident,100 km/hr,147.44469,-36.75255,Non-Intersection,TOWONG,Country,1,0,1,0,0,0,0,No
2018,March,10/3/18,07.40.00,Collision with vehicle,Saturday,No,Day,Serious injury accident,100 km/hr,143.15453,-36.63243,Intersection,NORTHERN GRAMPIANS,Country,3,0,3,0,0,1,1,No
2018,March,10/3/18,18.40.00,Struck pedestrian,Saturday,No,Day,Serious injury accident,50 km/hr,144.37486,-38.14742,Non-Intersection,GEELONG,Country,2,0,1,1,0,0,0,No
2018,March,10/3/18,20.15.00,Collision with vehicle,Friday,No,Dark,Other injury accident,40 km/hr,144.98374,-37.80202,Intersection,YARRA RANGES,Metro,2,0,1,1,0,0,0,No
2018,March,10/3/18,21.00.00,Collision with vehicle,Friday,No,Dark,Other injury accident,100 km/hr,146.02875,-38.67235,Non-Intersection,SOUTH GIPPSLAND,Country,3,0,2,1,1,0,0,No
2018,March,10/3/18,21.35.00,No collision and no object struck,Friday,No,Dark,Other injury accident,110 km/hr,146.76473,-36.08014,Non-Intersection,WODONGA,Country,1,0,1,0,0,0,0,No
2018,March,10/3/18,16.50.00,Collision with object,Friday,Yes,Day,Other injury accident,60 km/hr,144.94777,-38.35061,Non-Intersection,MORNINGTON PENINSULA,Metro,2,0,1,0,0,0,0,No
2018,March,10/3/18,21.20.00,Vehicle overturned,Saturday,No,Dark,Serious injury accident,60 km/hr,145.01365,-37.68129,Non-Intersection,WHITTLESEA,Metro,1,0,1,0,0,0,0,No
2018,March,10/3/18,22.55.00,Vehicle overturned,Saturday,No,Dark,Other injury accident,100 km/hr,145.01598,-37.4205,Non-Intersection,MITCHELL,Country,3,0,0,3,2,0,0,No
2018,March,10/3/18,22.50.00,Collision with vehicle,Saturday,Yes,Dark,Other injury accident,60 km/hr,145.27958,-38.11264,Non-Intersection,CASEY,Metro,3,0,0,3,1,0,0,No
2018,March,10/3/18,11.25.00,Collision with object,Saturday,Yes,Day,Serious injury accident,60 km/hr,146.51438,-38.20654,Intersection,LATROBE,Country,1,0,1,0,0,0,1,No
2018,March,10/3/18,20.50.00,Collision with object,Saturday,No,Dark,Serious injury accident,60 km/hr,146.13876,-37.28732,Non-Intersection,MANSFIELD,Country,1,0,1,0,0,0,0,Yes
2018,March,10/3/18,17.30.00,Collision with object,Saturday,No,Day,Other injury accident,100 km/hr,145.81154,-37.26592,Non-Intersection,MURRINDINDI,Country,1,0,1,0,0,0,0,No
2018,March,10/3/18,15.30.00,Collision with vehicle,Saturday,No,Day,Serious injury accident,60 km/hr,145.35175,-38.51467,Non-Intersection,BASS COAST,Country,2,0,1,1,0,0,1,No
2018,March,10/3/18,07.22.00,Collision with vehicle,Friday,No,Day,Other injury accident,50 km/hr,144.65948,-37.8651,Non-Intersection,WYNDHAM,Metro,1,0,1,0,0,0,0,No
2018,March,10/3/18,09.45.00,Collision with vehicle,Friday,No,Day,Other injury accident,60 km/hr,145.28957,-37.76282,Intersection,MANNINGHAM,Metro,2,0,1,1,0,0,0,No
2018,March,11/3/18,02.10.00,Struck animal,Sunday,No,Dark,Other injury accident,100 km/hr,145.21781,-38.49661,Non-Intersection,BASS COAST,Country,1,0,0,1,0,0,1,No
2018,March,11/3/18,03.45.00,Collision with vehicle,Sunday,No,Dark,Serious injury accident,50 km/hr,145.39973,-36.37907,Intersection,SHEPPARTON,Country,2,0,2,0,0,0,1,Yes
2018,March,11/3/18,00.22.00,Collision with object,Sunday,No,Dark,Serious injury accident,60 km/hr,143.87646,-37.55873,Non-Intersection,BALLARAT,Country,1,0,0,1,0,0,0,No
2018,March,11/3/18,09.00.00,Collision with vehicle,Sunday,No,Day,Serious injury accident,60 km/hr,145.01234,-37.97092,Non-Intersection,BAYSIDE,Metro,2,0,2,0,0,0,0,No
2018,March,11/3/18,09.10.00,Collision with vehicle,Sunday,No,Day,Serious injury accident,80 km/hr,144.62033,-37.81158,Intersection,WYNDHAM,Metro,2,0,1,1,0,0,0,No
2018,March,11/3/18,12.10.00,Collision with vehicle,Sunday,No,Day,Serious injury accident,50 km/hr,145.23942,-37.9877,Intersection,CASEY,Metro,2,0,1,1,0,0,0,No
2018,March,11/3/18,09.10.00,Collision with vehicle,Sunday,Yes,Day,Other injury accident,40 km/hr,144.68432,-37.81863,Non-Intersection,WYNDHAM,Metro,2,0,2,0,0,0,0,No
2018,March,11/3/18,10.15.00,Collision with vehicle,Sunday,No,Day,Other injury accident,60 km/hr,144.97361,-37.85642,Non-Intersection,PORT PHILLIP,Metro,5,0,3,1,2,0,0,No
2018,March,11/3/18,12.20.00,Collision with vehicle,Sunday,No,Day,Other injury accident,60 km/hr,144.95083,-37.78785,Non-Intersection,MELBOURNE,Metro,3,0,2,1,1,0,0,No
2018,March,11/3/18,13.02.00,Collision with vehicle,Sunday,No,Day,Other injury accident,60 km/hr,144.26398,-36.73788,Intersection,BENDIGO,Country,2,0,1,1,0,0,1,No
2018,March,11/3/18,13.13.00,Collision with vehicle,Sunday,No,Day,Other injury accident,50 km/hr,142.48338,-38.38828,Intersection,WARRNAMBOOL,Country,5,0,3,2,3,0,0,No
2018,March,11/3/18,12.15.00,Collision with vehicle,Sunday,No,Day,Other injury accident,70 km/hr,144.99318,-37.76068,Intersection,DAREBIN,Metro,4,0,2,2,2,1,0,No
2018,March,11/3/18,14.13.00,Collision with vehicle,Sunday,No,Day,Other injury accident,100 km/hr,144.70248,-37.90173,Non-Intersection,WYNDHAM,Metro,10,0,5,5,7,0,0,No
2018,March,11/3/18,16.35.00,Collision with vehicle,Sunday,No,Day,Other injury accident,50 km/hr,143.86318,-37.56613,Intersection,BALLARAT,Country,3,0,3,0,1,0,0,No
2018,March,11/3/18,13.20.00,Collision with object,Sunday,No,Day,Other injury accident,70 km/hr,145.29476,-38.04572,Non-Intersection,CASEY,Metro,1,0,1,0,0,0,0,No
2018,March,11/3/18,17.25.00,Collision with object,Sunday,No,Day,Other injury accident,100 km/hr,145.40342,-38.21663,Non-Intersection,CASEY,Metro,1,0,0,1,0,0,0,No
2018,March,11/3/18,19.55.00,Collision with object,Sunday,No,Dark,Serious injury accident,100 km/hr,145.65327,-37.94683,Non-Intersection,CARDINIA,Metro,2,0,1,1,1,0,1,No
2018,March,11/3/18,22.00.00,Collision with vehicle,Sunday,No,Dark,Serious injury accident,60 km/hr,144.97979,-37.74276,Intersection,MORELAND,Metro,3,0,1,2,1,0,1,No
2018,March,11/3/18,03.05.00,Collision with object,Sunday,Yes,Dark,Serious injury accident,60 km/hr,145.20505,-37.96887,Intersection,DANDENONG,Metro,4,0,3,1,3,0,0,No
2018,March,11/3/18,23.30.00,Collision with object,Sunday,No,Dark,Other injury accident,100 km/hr,144.05762,-36.95272,Non-Intersection,MOUNT ALEXANDER,Country,1,0,0,1,0,0,0,Yes
2018,March,11/3/18,22.00.00,Collision with vehicle,Sunday,No,Dark,Serious injury accident,80 km/hr,144.28054,-38.22748,Intersection,GEELONG,Country,6,0,3,3,4,0,2,No
2018,March,11/3/18,13.25.00,Collision with vehicle,Sunday,No,Day,Other injury accident,60 km/hr,145.08804,-37.89387,Non-Intersection,MONASH,Metro,2,0,2,0,0,0,0,No
2018,March,11/3/18,11.45.00,Collision with vehicle,Sunday,No,Day,Serious injury accident,100 km/hr,145.477,-37.68456,Intersection,YARRA RANGES,Metro,4,0,2,2,1,0,1,Yes
2018,March,11/3/18,16.30.00,Collision with vehicle,,No,Day,Other injury accident,50 km/hr,145.56755,-36.74507,Intersection,STRATHBOGIE,Country,2,0,1,1,0,0,1,No
2018,March,11/3/18,03.04.00,Collision with vehicle,,No,Dark,Other injury accident,50 km/hr,145.05026,-37.79579,Intersection,BOROONDARA,Metro,2,0,1,1,0,0,1,No
2018,March,11/3/18,12.00.00,Collision with vehicle,Sunday,No,Day,Other injury accident,60 km/hr,145.19354,-38.31198,Intersection,MORNINGTON PENINSULA,Metro,4,0,2,2,0,0,0,No
2018,March,12/3/18,18.00.00,Collision with object,Monday,No,Day,Serious injury accident,100 km/hr,146.89041,-36.67807,Non-Intersection,ALPINE,Country,1,0,1,0,0,0,0,No
2018,March,12/3/18,14.50.00,Vehicle overturned,Monday,No,Day,Other injury accident,60 km/hr,145.21623,-37.9702,Intersection,DANDENONG,Metro,1,0,1,0,0,0,0,No
2018,March,12/3/18,15.45.00,No collision and no object struck,Sunday,No,Unk.,Other injury accident,50 km/hr,144.85586,-37.76642,Non-Intersection,MOONEE VALLEY,Metro,1,0,1,0,0,0,0,No
2018,March,12/3/18,03.00.00,Collision with object,Monday,No,Dark,Other injury accident,100 km/hr,143.24438,-37.70364,Non-Intersection,PYRENEES,Country,2,0,1,1,1,0,1,No
2018,March,12/3/18,09.10.00,No collision and no object struck,Monday,No,Day,Serious injury accident,100 km/hr,142.46066,-38.33232,Non-Intersection,WARRNAMBOOL,Country,1,0,0,1,0,0,0,No
2018,March,12/3/18,09.35.00,Collision with vehicle,Monday,No,Day,Other injury accident,50 km/hr,144.79945,-37.73444,Intersection,BRIMBANK,Metro,3,0,2,1,1,0,0,No
2018,March,12/3/18,11.45.00,Collision with vehicle,Monday,No,Day,Other injury accident,60 km/hr,145.08219,-38.00555,Non-Intersection,KINGSTON,Metro,3,0,1,1,1,0,0,No
2018,March,12/3/18,07.20.00,No collision and no object struck,Monday,No,Day,Other injury accident,80 km/hr,145.12881,-38.0103,Non-Intersection,KINGSTON,Metro,2,0,2,0,0,0,1,No
2018,March,12/3/18,10.44.00,Collision with vehicle,Monday,No,Day,Serious injury accident,80 km/hr,145.27912,-38.0884,Non-Intersection,CASEY,Metro,2,0,1,1,0,1,0,No
2018,March,12/3/18,13.00.00,Collision with object,Sunday,No,Day,Serious injury accident,100 km/hr,146.23072,-36.95155,Non-Intersection,MANSFIELD,Country,1,0,1,0,0,0,0,No
2018,March,12/3/18,14.15.00,Vehicle overturned,Monday,No,Day,Serious injury accident,100 km/hr,146.00947,-37.18183,Non-Intersection,MANSFIELD,Country,1,0,1,0,0,0,0,No
2018,March,12/3/18,15.00.00,Collision with vehicle,Monday,No,Day,Serious injury accident,60 km/hr,145.16178,-37.79016,Intersection,MANNINGHAM,Metro,10,0,2,1,8,0,0,No
2018,March,12/3/18,16.00.00,Collision with vehicle,Monday,No,Day,Serious injury accident,100 km/hr,143.55649,-36.68261,Intersection,LODDON,Country,4,0,4,0,2,0,0,No
2018,March,12/3/18,15.30.00,Collision with object,Monday,No,Day,Other injury accident,50 km/hr,145.03616,-37.67131,Non-Intersection,WHITTLESEA,Metro,1,0,1,0,0,0,1,No
2018,March,12/3/18,17.30.00,Collision with vehicle,Monday,No,Day,Other injury accident,60 km/hr,144.92535,-37.75152,Intersection,MOONEE VALLEY,Metro,3,0,1,2,1,0,0,No
2018,March,12/3/18,19.19.00,Collision with vehicle,Monday,No,Day,Other injury accident,60 km/hr,144.91008,-37.74463,Intersection,MOONEE VALLEY,Metro,3,0,2,1,0,0,1,No
2018,March,12/3/18,16.50.00,Collision with vehicle,Monday,No,Day,Fatal accident,100 km/hr,144.21132,-38.21224,Non-Intersection,SURF COAST,Country,2,1,2,0,0,0,0,No
2018,March,12/3/18,21.30.00,Collision with vehicle,Monday,No,Dark,Other injury accident,50 km/hr,144.67719,-37.889,Non-Intersection,WYNDHAM,Metro,1,0,1,0,0,0,0,Yes
2018,March,12/3/18,06.50.00,Collision with object,Monday,No,Dark,Fatal accident,100 km/hr,143.65142,-35.50185,Non-Intersection,SWAN HILL,Country,3,1,3,0,2,0,0,No
2018,March,12/3/18,10.12.00,Struck pedestrian,Monday,No,Day,Serious injury accident,70 km/hr,145.12189,-37.91364,Intersection,MONASH,Metro,2,0,0,2,0,0,1,No
2018,March,13/3/18,22.30.00,Collision with object,Tuesday,Yes,Dark,Serious injury accident,80 km/hr,144.63522,-37.92027,Intersection,WYNDHAM,Metro,1,0,1,0,0,0,0,No
2018,March,13/3/18,09.35.00,Collision with vehicle,Tuesday,Yes,Day,Other injury accident,60 km/hr,143.86111,-37.56462,Non-Intersection,BALLARAT,Country,2,0,1,0,0,0,0,No
2018,March,13/3/18,16.20.00,Collision with vehicle,Monday,No,Unk.,Other injury accident,60 km/hr,145.09479,-37.85511,Intersection,BOROONDARA,Metro,3,0,0,3,0,0,3,No
2018,March,13/3/18,14.00.00,Collision with vehicle,Tuesday,No,Day,Other injury accident,80 km/hr,145.21535,-38.01461,Intersection,DANDENONG,Metro,2,0,2,0,0,0,0,No
2018,March,13/3/18,09.30.00,Collision with vehicle,Tuesday,No,Day,Other injury accident,80 km/hr,144.95466,-37.40267,Non-Intersection,MITCHELL,Country,3,0,1,2,1,0,0,No
2018,March,13/3/18,18.10.00,Struck pedestrian,Monday,No,Day,Other injury accident,60 km/hr,145.0047,-37.84059,Intersection,STONNINGTON,Metro,2,0,0,2,0,0,0,No
2018,March,13/3/18,05.30.00,Collision with vehicle,Tuesday,No,Dark,Other injury accident,80 km/hr,144.84505,-37.85008,Intersection,HOBSONS BAY,Metro,2,0,2,0,0,0,0,No
2018,March,13/3/18,05.31.00,Collision with object,Tuesday,No,Dark,Other injury accident,60 km/hr,145.03075,-37.65819,Non-Intersection,WHITTLESEA,Metro,1,0,1,0,0,0,0,No
2018,March,13/3/18,07.50.00,Struck pedestrian,Tuesday,No,Day,Serious injury accident,50 km/hr,143.57681,-38.33835,Non-Intersection,COLAC OTWAY,Country,3,0,1,2,1,0,0,No
2018,March,13/3/18,08.55.00,Collision with vehicle,Monday,No,Day,Serious injury accident,50 km/hr,145.03875,-37.85928,Intersection,STONNINGTON,Metro,2,0,1,1,0,0,0,No
2018,March,13/3/18,08.10.00,Collision with object,Monday,No,Day,Other injury accident,100 km/hr,145.64902,-38.31063,Non-Intersection,SOUTH GIPPSLAND,Country,1,0,0,1,0,0,1,No
2018,March,13/3/18,08.00.00,Collision with vehicle,Tuesday,No,Day,Serious injury accident,100 km/hr,145.02467,-37.48962,Intersection,WHITTLESEA,Metro,6,0,5,1,0,0,1,No
2018,March,13/3/18,07.14.00,Vehicle overturned,Tuesday,No,Day,Other injury accident,40 km/hr,144.88976,-37.73631,Non-Intersection,MOONEE VALLEY,Metro,1,0,0,1,0,0,0,No
2018,March,13/3/18,09.47.00,Collision with vehicle,Monday,No,Day,Other injury accident,50 km/hr,144.92584,-37.76171,Intersection,MOONEE VALLEY,Metro,2,0,1,1,0,0,0,No
2018,March,13/3/18,07.30.00,Collision with vehicle,Tuesday,No,Dusk/Dawn,Other injury accident,80 km/hr,145.15298,-37.98797,Non-Intersection,DANDENONG,Metro,2,0,1,1,0,0,0,No
2018,March,13/3/18,09.20.00,Collision with vehicle,Monday,No,Day,Other injury accident,80 km/hr,145.35171,-38.03403,Non-Intersection,CASEY,Metro,3,0,2,1,1,0,1,No
2018,March,13/3/18,08.56.00,Collision with vehicle,Tuesday,No,Day,Other injury accident,50 km/hr,146.36051,-38.15766,Non-Intersection,LATROBE,Country,2,0,1,1,1,0,1,No
2018,March,13/3/18,11.00.00,Collision with vehicle,Tuesday,No,Day,Other injury accident,60 km/hr,145.04613,-37.88727,Intersection,GLEN EIRA,Metro,2,0,1,1,0,0,0,No
